habitat,eventID,organismQuantity,occurrenceID,basisOfRecord
Dianthus guttatus,Askaniia_Nova_1448,r,Askaniia_Nova_1448_020,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1448,2,Askaniia_Nova_1448_021,HumanObservation
Eryngium campestre,Askaniia_Nova_1448,r,Askaniia_Nova_1448_022,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1448,r,Askaniia_Nova_1448_023,HumanObservation
Fallopia convolvulus,Askaniia_Nova_1448,r,Askaniia_Nova_1448_024,HumanObservation
Ferula caspica,Askaniia_Nova_1448,r,Askaniia_Nova_1448_025,HumanObservation
Ferula euxina,Askaniia_Nova_1448,r,Askaniia_Nova_1448_026,HumanObservation
Galium ruthenicum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_027,HumanObservation
Galium spurium,Askaniia_Nova_1448,1,Askaniia_Nova_1448_028,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_029,HumanObservation
Holosteum umbellatum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_030,HumanObservation
Lactuca serriola,Askaniia_Nova_1448,r,Askaniia_Nova_1448_031,HumanObservation
Lagoseris sancta,Askaniia_Nova_1448,r,Askaniia_Nova_1448_032,HumanObservation
Lamium amplexicaule,Askaniia_Nova_1448,r,Askaniia_Nova_1448_033,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1448,r,Askaniia_Nova_1448_034,HumanObservation
Myosotis micrantha,Askaniia_Nova_1448,r,Askaniia_Nova_1448_035,HumanObservation
Pastinaca clausii,Askaniia_Nova_1448,r,Askaniia_Nova_1448_036,HumanObservation
Phlomis pungens,Askaniia_Nova_1448,r,Askaniia_Nova_1448_037,HumanObservation
Phlomoides scythica,Askaniia_Nova_1448,r,Askaniia_Nova_1448_038,HumanObservation
Poa angustifolia,Askaniia_Nova_1448,r,Askaniia_Nova_1448_039,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_040,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1448,r,Askaniia_Nova_1448_041,HumanObservation
Rumex crispus,Askaniia_Nova_1448,r,Askaniia_Nova_1448_042,HumanObservation
Salvia tesquicola,Askaniia_Nova_1448,r,Askaniia_Nova_1448_043,HumanObservation
Scorzonera mollis,Askaniia_Nova_1448,r,Askaniia_Nova_1448_044,HumanObservation
Senecio jacobaea,Askaniia_Nova_1448,r,Askaniia_Nova_1448_045,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_046,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_047,HumanObservation
Stipa capillata,Askaniia_Nova_1448,r,Askaniia_Nova_1448_048,HumanObservation
Stipa ucrainica,Askaniia_Nova_1448,r,Askaniia_Nova_1448_049,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_050,HumanObservation
Tragopogon dasyrhynchus,Askaniia_Nova_1448,r,Askaniia_Nova_1448_051,HumanObservation
Valerianella costata,Askaniia_Nova_1448,r,Askaniia_Nova_1448_052,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1448,r,Askaniia_Nova_1448_053,HumanObservation
Veronica arvensis,Askaniia_Nova_1448,r,Askaniia_Nova_1448_054,HumanObservation
Veronica spicata,Askaniia_Nova_1448,r,Askaniia_Nova_1448_055,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1448,r,Askaniia_Nova_1448_056,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1449,2,Askaniia_Nova_1449_001,HumanObservation
Allium guttatum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_002,HumanObservation
Allium paniculatum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_003,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1449,r,Askaniia_Nova_1449_004,HumanObservation
Arenaria uralensis,Askaniia_Nova_1449,r,Askaniia_Nova_1449_005,HumanObservation
Artemisia austriaca,Askaniia_Nova_1449,r,Askaniia_Nova_1449_006,HumanObservation
Bromus squarrosus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_007,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1449,r,Askaniia_Nova_1449_008,HumanObservation
Camelina microcarpa,Askaniia_Nova_1449,r,Askaniia_Nova_1449_009,HumanObservation
Capsella bursa-pastoris,Askaniia_Nova_1449,r,Askaniia_Nova_1449_010,HumanObservation
Cardaria draba,Askaniia_Nova_1449,2,Askaniia_Nova_1449_011,HumanObservation
Carduus uncinatus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_012,HumanObservation
Carex praecox,Askaniia_Nova_1449,r,Askaniia_Nova_1449_013,HumanObservation
Centaurea diffusa,Askaniia_Nova_1449,r,Askaniia_Nova_1449_014,HumanObservation
Cerastium ucrainicum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_015,HumanObservation
Chenopodium album,Askaniia_Nova_1449,r,Askaniia_Nova_1449_016,HumanObservation
Cirsium setosum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_017,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1449,1,Askaniia_Nova_1449_018,HumanObservation
Crepis ramosissima,Askaniia_Nova_1449,r,Askaniia_Nova_1449_019,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1449,r,Askaniia_Nova_1449_020,HumanObservation
Dianthus guttatus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_021,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1449,2,Askaniia_Nova_1449_022,HumanObservation
Erodium cicutarium,Askaniia_Nova_1449,r,Askaniia_Nova_1449_023,HumanObservation
Eryngium campestre,Askaniia_Nova_1449,r,Askaniia_Nova_1449_024,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1449,r,Askaniia_Nova_1449_025,HumanObservation
Fallopia convolvulus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_026,HumanObservation
Ferula caspica,Askaniia_Nova_1449,r,Askaniia_Nova_1449_027,HumanObservation
Galium ruthenicum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_028,HumanObservation
Galium spurium,Askaniia_Nova_1449,3,Askaniia_Nova_1449_029,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_030,HumanObservation
Holosteum umbellatum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_031,HumanObservation
Inula germanica,Askaniia_Nova_1449,r,Askaniia_Nova_1449_032,HumanObservation
Lactuca serriola,Askaniia_Nova_1449,r,Askaniia_Nova_1449_033,HumanObservation
Lagoseris sancta,Askaniia_Nova_1449,r,Askaniia_Nova_1449_034,HumanObservation
Lamium amplexicaule,Askaniia_Nova_1449,r,Askaniia_Nova_1449_035,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1449,r,Askaniia_Nova_1449_036,HumanObservation
Myosotis micrantha,Askaniia_Nova_1449,r,Askaniia_Nova_1449_037,HumanObservation
Pastinaca clausii,Askaniia_Nova_1449,r,Askaniia_Nova_1449_038,HumanObservation
Phlomis pungens,Askaniia_Nova_1449,r,Askaniia_Nova_1449_039,HumanObservation
Phlomoides scythica,Askaniia_Nova_1449,1,Askaniia_Nova_1449_040,HumanObservation
Poa angustifolia,Askaniia_Nova_1449,r,Askaniia_Nova_1449_041,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_042,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_043,HumanObservation
Rumex crispus,Askaniia_Nova_1449,r,Askaniia_Nova_1449_044,HumanObservation
Salvia tesquicola,Askaniia_Nova_1449,r,Askaniia_Nova_1449_045,HumanObservation
Senecio jacobaea,Askaniia_Nova_1449,r,Askaniia_Nova_1449_046,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_047,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_048,HumanObservation
Stipa capillata,Askaniia_Nova_1449,r,Askaniia_Nova_1449_049,HumanObservation
Stipa ucrainica,Askaniia_Nova_1449,r,Askaniia_Nova_1449_050,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_051,HumanObservation
Valerianella costata,Askaniia_Nova_1449,r,Askaniia_Nova_1449_052,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1449,r,Askaniia_Nova_1449_053,HumanObservation
Veronica arvensis,Askaniia_Nova_1449,r,Askaniia_Nova_1449_054,HumanObservation
Veronica spicata,Askaniia_Nova_1449,r,Askaniia_Nova_1449_055,HumanObservation
Vicia tetrasperma,Askaniia_Nova_1449,r,Askaniia_Nova_1449_056,HumanObservation
Vicia villosa,Askaniia_Nova_1449,r,Askaniia_Nova_1449_057,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1449,r,Askaniia_Nova_1449_058,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1450,2,Askaniia_Nova_1450_001,HumanObservation
Allium paniculatum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_002,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1450,r,Askaniia_Nova_1450_003,HumanObservation
Arenaria uralensis,Askaniia_Nova_1450,r,Askaniia_Nova_1450_004,HumanObservation
Artemisia austriaca,Askaniia_Nova_1450,r,Askaniia_Nova_1450_005,HumanObservation
Bromus squarrosus,Askaniia_Nova_1450,r,Askaniia_Nova_1450_006,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1450,r,Askaniia_Nova_1450_007,HumanObservation
Capsella bursa-pastoris,Askaniia_Nova_1450,r,Askaniia_Nova_1450_008,HumanObservation
Cardaria draba,Askaniia_Nova_1450,1,Askaniia_Nova_1450_009,HumanObservation
Carduus uncinatus,Askaniia_Nova_1450,r,Askaniia_Nova_1450_010,HumanObservation
Carex praecox,Askaniia_Nova_1450,r,Askaniia_Nova_1450_011,HumanObservation
Centaurea diffusa,Askaniia_Nova_1450,r,Askaniia_Nova_1450_012,HumanObservation
Chenopodium album,Askaniia_Nova_1450,r,Askaniia_Nova_1450_013,HumanObservation
Cirsium setosum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_014,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1450,2,Askaniia_Nova_1450_015,HumanObservation
Crepis ramosissima,Askaniia_Nova_1450,r,Askaniia_Nova_1450_016,HumanObservation
Dianthus guttatus,Askaniia_Nova_1450,r,Askaniia_Nova_1450_017,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1450,2,Askaniia_Nova_1450_018,HumanObservation
Erodium cicutarium,Askaniia_Nova_1450,r,Askaniia_Nova_1450_019,HumanObservation
Eryngium campestre,Askaniia_Nova_1450,r,Askaniia_Nova_1450_020,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1450,r,Askaniia_Nova_1450_021,HumanObservation
Fallopia convolvulus,Askaniia_Nova_1450,r,Askaniia_Nova_1450_022,HumanObservation
Galatella villosa,Askaniia_Nova_1450,r,Askaniia_Nova_1450_023,HumanObservation
Galium ruthenicum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_024,HumanObservation
Galium spurium,Askaniia_Nova_1450,3,Askaniia_Nova_1450_025,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_026,HumanObservation
Inula germanica,Askaniia_Nova_1450,r,Askaniia_Nova_1450_027,HumanObservation
Lactuca serriola,Askaniia_Nova_1450,r,Askaniia_Nova_1450_028,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1450,r,Askaniia_Nova_1450_029,HumanObservation
Pastinaca clausii,Askaniia_Nova_1450,r,Askaniia_Nova_1450_030,HumanObservation
Phlomis pungens,Askaniia_Nova_1450,r,Askaniia_Nova_1450_031,HumanObservation
Phlomoides scythica,Askaniia_Nova_1450,+,Askaniia_Nova_1450_032,HumanObservation
Poa angustifolia,Askaniia_Nova_1450,r,Askaniia_Nova_1450_033,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_034,HumanObservation
Rumex crispus,Askaniia_Nova_1450,r,Askaniia_Nova_1450_035,HumanObservation
Salvia tesquicola,Askaniia_Nova_1450,r,Askaniia_Nova_1450_036,HumanObservation
Senecio jacobaea,Askaniia_Nova_1450,r,Askaniia_Nova_1450_037,HumanObservation
Seseli tortuosum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_038,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_039,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_040,HumanObservation
Stipa capillata,Askaniia_Nova_1450,r,Askaniia_Nova_1450_041,HumanObservation
Stipa ucrainica,Askaniia_Nova_1450,r,Askaniia_Nova_1450_042,HumanObservation
Taraxacum erythrospermum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_043,HumanObservation
Verbascum phoeniceum,Askaniia_Nova_1450,r,Askaniia_Nova_1450_044,HumanObservation
Veronica arvensis,Askaniia_Nova_1450,r,Askaniia_Nova_1450_045,HumanObservation
Veronica spicata,Askaniia_Nova_1450,r,Askaniia_Nova_1450_046,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1450,r,Askaniia_Nova_1450_047,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1451,2,Askaniia_Nova_1451_001,HumanObservation
Allium paczoskianum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_002,HumanObservation
Artemisia austriaca,Askaniia_Nova_1451,r,Askaniia_Nova_1451_003,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_1451,r,Askaniia_Nova_1451_004,HumanObservation
Carduus uncinatus,Askaniia_Nova_1451,r,Askaniia_Nova_1451_005,HumanObservation
Carex praecox,Askaniia_Nova_1451,r,Askaniia_Nova_1451_006,HumanObservation
Chenopodium album,Askaniia_Nova_1451,r,Askaniia_Nova_1451_007,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1451,+,Askaniia_Nova_1451_008,HumanObservation
Dianthus guttatus,Askaniia_Nova_1451,r,Askaniia_Nova_1451_009,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1451,2,Askaniia_Nova_1451_010,HumanObservation
Eryngium campestre,Askaniia_Nova_1451,r,Askaniia_Nova_1451_011,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1451,r,Askaniia_Nova_1451_012,HumanObservation
Fallopia convolvulus,Askaniia_Nova_1451,r,Askaniia_Nova_1451_013,HumanObservation
Galatella villosa,Askaniia_Nova_1451,r,Askaniia_Nova_1451_014,HumanObservation
Galium ruthenicum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_015,HumanObservation
Inula germanica,Askaniia_Nova_1451,r,Askaniia_Nova_1451_016,HumanObservation
Lactuca serriola,Askaniia_Nova_1451,r,Askaniia_Nova_1451_017,HumanObservation
Limonium sareptanum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_018,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1451,r,Askaniia_Nova_1451_019,HumanObservation
Phlomis pungens,Askaniia_Nova_1451,r,Askaniia_Nova_1451_020,HumanObservation
Poa angustifolia,Askaniia_Nova_1451,r,Askaniia_Nova_1451_021,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_022,HumanObservation
Salvia tesquicola,Askaniia_Nova_1451,r,Askaniia_Nova_1451_023,HumanObservation
Senecio jacobaea,Askaniia_Nova_1451,r,Askaniia_Nova_1451_024,HumanObservation
Seseli tortuosum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_025,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1451,r,Askaniia_Nova_1451_026,HumanObservation
Stipa capillata,Askaniia_Nova_1451,r,Askaniia_Nova_1451_027,HumanObservation
Stipa ucrainica,Askaniia_Nova_1451,r,Askaniia_Nova_1451_028,HumanObservation
Veronica spicata,Askaniia_Nova_1451,r,Askaniia_Nova_1451_029,HumanObservation
Agropyron pectinatum,Askaniia_Nova_1452,1,Askaniia_Nova_1452_001,HumanObservation
Artemisia austriaca,Askaniia_Nova_1452,r,Askaniia_Nova_1452_002,HumanObservation
Atriplex oblongifolia,Askaniia_Nova_1452,r,Askaniia_Nova_1452_003,HumanObservation
Carduus uncinatus,Askaniia_Nova_1452,r,Askaniia_Nova_1452_004,HumanObservation
Carex praecox,Askaniia_Nova_1452,r,Askaniia_Nova_1452_005,HumanObservation
Chenopodium album,Askaniia_Nova_1452,r,Askaniia_Nova_1452_006,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1452,r,Askaniia_Nova_1452_007,HumanObservation
Dianthus guttatus,Askaniia_Nova_1452,r,Askaniia_Nova_1452_008,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1452,r,Askaniia_Nova_1452_009,HumanObservation
Eryngium campestre,Askaniia_Nova_1452,r,Askaniia_Nova_1452_010,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1452,r,Askaniia_Nova_1452_011,HumanObservation
Fallopia convolvulus,Askaniia_Nova_1452,r,Askaniia_Nova_1452_012,HumanObservation
Galatella villosa,Askaniia_Nova_1452,r,Askaniia_Nova_1452_013,HumanObservation
Inula germanica,Askaniia_Nova_1452,r,Askaniia_Nova_1452_014,HumanObservation
Lactuca serriola,Askaniia_Nova_1452,r,Askaniia_Nova_1452_015,HumanObservation
Limonium sareptanum,Askaniia_Nova_1452,r,Askaniia_Nova_1452_016,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1452,r,Askaniia_Nova_1452_017,HumanObservation
Poa angustifolia,Askaniia_Nova_1452,r,Askaniia_Nova_1452_018,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1452,r,Askaniia_Nova_1452_019,HumanObservation
Seseli tortuosum,Askaniia_Nova_1452,r,Askaniia_Nova_1452_020,HumanObservation
Stipa capillata,Askaniia_Nova_1452,r,Askaniia_Nova_1452_021,HumanObservation
Stipa ucrainica,Askaniia_Nova_1452,r,Askaniia_Nova_1452_022,HumanObservation
Veronica spicata,Askaniia_Nova_1452,r,Askaniia_Nova_1452_023,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1453,r,Askaniia_Nova_1453_001,HumanObservation
Arenaria uralensis,Askaniia_Nova_1453,r,Askaniia_Nova_1453_002,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1453,r,Askaniia_Nova_1453_003,HumanObservation
Camelina microcarpa,Askaniia_Nova_1453,r,Askaniia_Nova_1453_004,HumanObservation
Carex praecox,Askaniia_Nova_1453,r,Askaniia_Nova_1453_005,HumanObservation
Crepis ramosissima,Askaniia_Nova_1453,r,Askaniia_Nova_1453_006,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1453,r,Askaniia_Nova_1453_007,HumanObservation
Dianthus guttatus,Askaniia_Nova_1453,r,Askaniia_Nova_1453_008,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1453,+,Askaniia_Nova_1453_009,HumanObservation
Eryngium planum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_010,HumanObservation
Euphorbia virgata,Askaniia_Nova_1453,r,Askaniia_Nova_1453_011,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1453,r,Askaniia_Nova_1453_012,HumanObservation
Galium ruthenicum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_013,HumanObservation
Galium spurium,Askaniia_Nova_1453,r,Askaniia_Nova_1453_014,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_015,HumanObservation
Holosteum umbellatum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_016,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1453,r,Askaniia_Nova_1453_017,HumanObservation
Myosotis micrantha,Askaniia_Nova_1453,r,Askaniia_Nova_1453_018,HumanObservation
Phlomis pungens,Askaniia_Nova_1453,r,Askaniia_Nova_1453_019,HumanObservation
Poa angustifolia,Askaniia_Nova_1453,2,Askaniia_Nova_1453_020,HumanObservation
Polygonum novoascanicum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_021,HumanObservation
Potentilla argentea,Askaniia_Nova_1453,r,Askaniia_Nova_1453_022,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1453,r,Askaniia_Nova_1453_023,HumanObservation
Seseli tortuosum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_024,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_1453,r,Askaniia_Nova_1453_025,HumanObservation
Valerianella costata,Askaniia_Nova_1453,r,Askaniia_Nova_1453_026,HumanObservation
Veronica arvensis,Askaniia_Nova_1453,r,Askaniia_Nova_1453_027,HumanObservation
Vicia villosa,Askaniia_Nova_1453,r,Askaniia_Nova_1453_028,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1453,r,Askaniia_Nova_1453_029,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1454,r,Askaniia_Nova_1454_001,HumanObservation
Arenaria uralensis,Askaniia_Nova_1454,r,Askaniia_Nova_1454_002,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1454,r,Askaniia_Nova_1454_003,HumanObservation
Camelina microcarpa,Askaniia_Nova_1454,r,Askaniia_Nova_1454_004,HumanObservation
Carex melanostachya,Askaniia_Nova_1454,r,Askaniia_Nova_1454_005,HumanObservation
Carex praecox,Askaniia_Nova_1454,2,Askaniia_Nova_1454_006,HumanObservation
Convolvulus arvensis,Askaniia_Nova_1454,1,Askaniia_Nova_1454_007,HumanObservation
Crepis ramosissima,Askaniia_Nova_1454,r,Askaniia_Nova_1454_008,HumanObservation
Cruciata pedemontana,Askaniia_Nova_1454,r,Askaniia_Nova_1454_009,HumanObservation
Dianthus guttatus,Askaniia_Nova_1454,r,Askaniia_Nova_1454_010,HumanObservation
Elytrigia pseudocaesia,Askaniia_Nova_1454,1,Askaniia_Nova_1454_011,HumanObservation
Eryngium planum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_012,HumanObservation
Euphorbia virgata,Askaniia_Nova_1454,r,Askaniia_Nova_1454_013,HumanObservation
Falcaria vulgaris,Askaniia_Nova_1454,r,Askaniia_Nova_1454_014,HumanObservation
Galium ruthenicum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_015,HumanObservation
Galium spurium,Askaniia_Nova_1454,+,Askaniia_Nova_1454_016,HumanObservation
Goniolimon tataricum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_017,HumanObservation
Linaria biebersteinii,Askaniia_Nova_1454,r,Askaniia_Nova_1454_018,HumanObservation
Myosotis micrantha,Askaniia_Nova_1454,r,Askaniia_Nova_1454_019,HumanObservation
Phlomis pungens,Askaniia_Nova_1454,r,Askaniia_Nova_1454_020,HumanObservation
Poa angustifolia,Askaniia_Nova_1454,2,Askaniia_Nova_1454_021,HumanObservation
Potentilla argentea,Askaniia_Nova_1454,r,Askaniia_Nova_1454_022,HumanObservation
Ranunculus illyricus,Askaniia_Nova_1454,r,Askaniia_Nova_1454_023,HumanObservation
Seseli tortuosum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_024,HumanObservation
Sisymbrium altissimum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_025,HumanObservation
Sisymbrium polymorphum,Askaniia_Nova_1454,r,Askaniia_Nova_1454_026,HumanObservation
Valerianella costata,Askaniia_Nova_1454,r,Askaniia_Nova_1454_027,HumanObservation
Veronica arvensis,Askaniia_Nova_1454,r,Askaniia_Nova_1454_028,HumanObservation
Vicia hirsuta,Askaniia_Nova_1454,r,Askaniia_Nova_1454_029,HumanObservation
Vicia villosa,Askaniia_Nova_1454,r,Askaniia_Nova_1454_030,HumanObservation
Viola kitaibeliana,Askaniia_Nova_1454,r,Askaniia_Nova_1454_031,HumanObservation
Alopecurus pratensis,Askaniia_Nova_1455,r,Askaniia_Nova_1455_001,HumanObservation
Arenaria uralensis,Askaniia_Nova_1455,r,Askaniia_Nova_1455_002,HumanObservation
Buglossoides arvensis,Askaniia_Nova_1455,r,Askaniia_Nova_1455_003,HumanObservation
Camelina microcarpa,Askaniia_Nova_1455,r,Askaniia_Nova_1455_004,HumanObservation
Carex melanostachya,Askaniia_Nova_1455,r,Askaniia_Nova_1455_005,HumanObservation
